"","Pop","Ppop_ID","Latitude","Trichomes_Garden","Trichomes_Field","SLA_Garden","SLA_Field","Conc_Garden","Conc_Field"
"360","N8","N8 - Plant 4",42.181973,NA,118,NA,139.945054945055,NA,0.227808529354075
"361","N8","N8 - Plant 5",42.181973,NA,78,NA,122.372093023256,NA,0.330368825328798
"362","N8","N8 - Plant 6",42.181973,NA,126,NA,116.277602523659,NA,0.596840498722505
"363","N8","N8 - Plant 7",42.181973,NA,94,NA,128.755760368664,NA,0.37989843282568
"364","N8","N8 - Plant 8",42.181973,NA,124,NA,122.164179104478,NA,0.382478508784582
"365","N8","N8 - Plant 9",42.181973,NA,122,NA,143.965517241379,NA,0.529686513566706
"366","N9","UWM-1",43.390901,NA,104,NA,114.331210191083,NA,0.309407073260848
"367","N9","UWM-2",43.390901,NA,100,NA,113.942307692308,NA,0.450247280524481
"368","N9","UWM-3",43.390901,NA,116,NA,109.083333333333,NA,0.691191390848019
"369","N9","UWM-4",43.390901,NA,76,NA,139.171270718232,NA,0.556048428799775
"370","N9","UWM-5",43.390901,NA,84,NA,129.448275862069,NA,0.684664522661236
"371","N9","UWM-6",43.390901,NA,72,NA,138.503401360544,NA,0.814384368350882
"372","OAK","OAK-1",42.1814204,NA,96,NA,211.951219512195,NA,0.289653693636985
"373","OAK","OAK-10",42.1814204,NA,128,NA,223.823529411765,NA,0.201296842833728
"374","OAK","OAK-11",42.1814204,NA,172,NA,194,NA,0.210138325607676
"375","OAK","OAK-12",42.1814204,NA,140,NA,195.897435897436,NA,0.221733712852198
"376","OAK","OAK-13",42.1814204,NA,148,NA,182.2,NA,0.278898971967691
"377","OAK","OAK-14",42.1814204,NA,184,NA,118.046875,NA,0.183237027200386
"378","OAK","OAK-15",42.1814204,NA,144,NA,167.80701754386,NA,0.337832527637973
"379","OAK","OAK-16",42.1814204,NA,252,NA,127.472527472527,NA,0.202427393090069
"380","OAK","OAK-17",42.1814204,NA,124,NA,191.40625,NA,0.247910299556706
"381","OAK","OAK-18",42.1814204,NA,148,NA,167.739130434783,NA,0.252055650496623
"382","OAK","OAK-19",42.1814204,NA,152,NA,205.531914893617,NA,0.311916837146467
"383","OAK","OAK-2",42.1814204,NA,144,NA,173.27868852459,NA,0.193817818061012
"384","OAK","OAK-20",42.1814204,NA,172,NA,168.088235294118,NA,0.287972362486529
"385","OAK","OAK-21",42.1814204,NA,196,NA,165.857142857143,NA,0.271564889535531
"386","OAK","OAK-22",42.1814204,NA,136,NA,211.5625,NA,0.274608678687218
"387","OAK","OAK-23",42.1814204,NA,168,NA,181.770833333333,NA,0.285566319633291
"388","OAK","OAK-24",42.1814204,NA,168,NA,194.078947368421,NA,0.271361970258752
"389","OAK","OAK-25",42.1814204,NA,144,NA,204.75,NA,0.248721976663823
"390","OAK","OAK-26",42.1814204,NA,168,NA,167.441860465116,NA,0.273999920856881
"391","OAK","OAK-27",42.1814204,NA,208,NA,172.89156626506,NA,0.250838134835948
"392","OAK","OAK-28",42.1814204,NA,188,NA,171.587301587302,NA,0.231705745882487
"393","OAK","OAK-29",42.1814204,NA,168,NA,170.833333333333,NA,0.244547637255795
"394","OAK","OAK-3",42.1814204,NA,200,NA,176.2,NA,0.253823947051412
"395","OAK","OAK-30",42.1814204,NA,152,NA,203.265306122449,NA,0.278290214137354
"396","OAK","OAK-4",42.1814204,NA,168,NA,130,NA,0.299364830454272
"397","OAK","OAK-5",42.1814204,NA,124,NA,186.081081081081,NA,0.234459650353061
"398","OAK","OAK-6",42.1814204,NA,144,NA,291.470588235294,NA,0.317917450045507
"399","OAK","OAK-7",42.1814204,NA,136,NA,212.575757575758,NA,0.236314912312184
