Well,Sample,Abs,Plate,Rep
A12,Blank1,0.3101,2,1
B12,Blank1,0.305,2,2
B11,826,0.406,2,2
B10,820,0.4394,2,2
B09,819,NA,2,2
B08,812,NA,2,2
B07,811,0.445,2,2
B06,806,0.42,2,2
B05,805,0.4476,2,2
B04,801,0.5226,2,2
B03,797,0.4875,2,2
B02,796,0.4922,2,2
B01,791,NA,2,2
C01,791,0.4105,2,3
C02,796,0.437,2,3
C03,797,0.4566,2,3
C04,801,0.477,2,3
C05,805,0.3281,2,3
C06,806,0.39,2,3
C07,811,0.4197,2,3
C08,812,0.329,2,3
C09,819,0.401,2,3
C10,820,0.4086,2,3
C11,826,0.2777,2,3
C12,Blank1,0.2922,2,3
D12,Blank1,0.2848,2,4
D11,826,0.3952,2,4
D10,820,0.474,2,4
D09,819,0.4159,2,4
D08,812,0.467,2,4
D07,811,0.4141,2,4
D06,806,0.3918,2,4
D05,805,0.4573,2,4
D04,801,0.5089,2,4
D03,797,0.4355,2,4
D02,796,0.516,2,4
D01,791,0.3916,2,4
E01,787,0.3639,2,1
E02,788,0.3532,2,1
E03,803,0.4394,2,1
E04,807,0.4373,2,1
E05,808,0.448,2,1
E06,815,0.3751,2,1
E07,816,0.3756,2,1
E08,817,0.4058,2,1
E09,821,0.394,2,1
E10,823,0.4408,2,1
E11,827,0.3918,2,1
E12,Blank1,0.283,2,1
F12,Blank1,0.2766,2,2
F11,827,0.3759,2,2
F10,823,0.449,2,2
F09,821,0.4011,2,2
F08,817,0.3804,2,2
F07,816,0.4013,2,2
F06,815,0.3636,2,2
F05,808,0.3848,2,2
F04,807,0.4287,2,2
F03,803,0.3964,2,2
F02,788,0.2799,2,2
F01,787,0.3763,2,2
G01,787,0.3953,2,3
G02,788,0.3695,2,3
G03,803,0.4496,2,3
G04,807,0.4071,2,3
G05,808,0.4089,2,3
G06,815,0.3608,2,3
G07,816,0.4193,2,3
G08,817,0.3935,2,3
G09,821,0.3902,2,3
G10,823,0.3927,2,3
G11,827,0.4175,2,3
G12,Blank1,0.2812,2,3
H12,Blank1,0.3045,2,4
H11,827,0.4887,2,4
H10,823,0.4132,2,4
H09,821,0.4494,2,4
H08,817,0.4547,2,4
H07,816,NA,2,4
H06,815,0.3547,2,4
H05,808,0.3947,2,4
H04,807,0.3971,2,4
H03,803,0.4595,2,4
H02,788,0.3966,2,4
H01,787,NA,2,4
A01,800,0.4851,1,1
A02,810,0.4992,1,1
A03,813,0.5457,1,1
A04,822,0.4377,1,1
A05,828,0.58,1,1
A06,830,0.4557,1,1
A07,832,0.4714,1,1
A08,836,0.4461,1,1
A09,837,0.5092,1,1
A10,838,0.5006,1,1
A11,839,0.4546,1,1
A12,Blank1,0.3156,1,1
B12,Blank1,0.3102,1,2
B11,839,0.4787,1,2
B10,838,0.4848,1,2
B09,837,0.4639,1,2
B08,836,0.5011,1,2
B07,832,0.4374,1,2
B06,830,0.4593,1,2
B05,828,0.5501,1,2
B04,822,0.4378,1,2
B03,813,0.514,1,2
B02,810,0.4922,1,2
B01,800,0.4908,1,2
C01,800,0.4405,1,3
C02,810,0.326,1,3
C03,813,0.4545,1,3
C04,822,0.4737,1,3
C05,828,0.4838,1,3
C06,830,0.5015,1,3
C07,832,0.451,1,3
C08,836,0.3598,1,3
C09,837,0.4571,1,3
C10,838,0.4966,1,3
C11,839,0.4256,1,3
C12,Blank1,0.3228,1,3
D12,Blank1,0.3188,1,4
D11,839,0.4782,1,4
D10,838,0.4657,1,4
D09,837,0.4865,1,4
D08,836,0.4708,1,4
D07,832,0.436,1,4
D06,830,0.4823,1,4
D05,828,0.5217,1,4
D04,822,0.4437,1,4
D03,813,0.5274,1,4
D02,810,0.4548,1,4
D01,800,0.4611,1,4
E01,792,0.4453,1,1
E02,793,0.4841,1,1
E03,794,0.446,1,1
E04,795,0.4724,1,1
E05,798,0.4875,1,1
E06,799,0.4866,1,1
E07,802,0.4347,1,1
E08,804,0.4526,1,1
E09,814,0.4713,1,1
E10,818,0.501,1,1
E11,831,0.496,1,1
E12,Blank1,0.3201,1,1
F12,Blank1,0.333,1,2
F11,831,0.3777,1,2
F10,818,0.49,1,2
F09,814,0.4362,1,2
F08,804,0.3338,1,2
F07,802,0.4216,1,2
F06,799,0.5049,1,2
F05,798,0.467,1,2
F04,795,0.4619,1,2
F03,794,0.462,1,2
F02,793,0.4463,1,2
F01,792,0.48,1,2
G01,792,0.4673,1,3
G02,793,0.479,1,3
G03,794,0.4495,1,3
G04,795,0.4967,1,3
G05,798,0.4728,1,3
G06,799,0.5033,1,3
G07,802,0.4322,1,3
G08,804,0.4868,1,3
G09,814,0.4105,1,3
G10,818,0.5102,1,3
G11,831,0.5008,1,3
G12,Blank1,0.3308,1,3
H12,Blank1,0.3043,1,4
H11,831,0.4554,1,4
H10,818,0.4677,1,4
H09,814,0.4,1,4
H08,804,0.4405,1,4
H07,802,0.4313,1,4
H06,799,0.4749,1,4
H05,798,0.4683,1,4
H04,795,0.457,1,4
H03,794,0.4349,1,4
H02,793,0.4587,1,4
H01,792,0.4537,1,4
A01,901,0.5276,2,1
A02,902,0.5524,2,1
A03,903,0.6355,2,1
A04,904,0.5339,2,1
A05,905,0.6051,2,1
A06,906,0.5388,2,1
A07,907,0.586,2,1
A08,908,0.5282,2,1
A09,909,0.6064,2,1
A10,911,0.5526,2,1
A11,912,0.5301,2,1
A12,Blank1,0.3183,2,1
B12,Blank1,0.3096,2,2
B11,912,0.4943,2,2
B10,911,0.5408,2,2
B09,909,0.6453,2,2
B08,908,0.5824,2,2
B07,907,0.5469,2,2
B06,906,0.5197,2,2
B05,905,0.5835,2,2
B04,904,0.5917,2,2
B03,903,0.6119,2,2
B02,902,0.5384,2,2
B01,901,0.5358,2,2
C01,901,0.4502,2,3
C02,902,0.4291,2,3
C03,903,0.5294,2,3
C04,904,0.5581,2,3
C05,905,0.4563,2,3
C06,906,0.4849,2,3
C07,907,0.5617,2,3
C08,908,0.446,2,3
C09,909,0.6345,2,3
C10,911,0.5103,2,3
C11,912,0.3718,2,3
C12,Blank1,0.2877,2,3
D12,Blank1,0.2749,2,4
D11,912,0.4879,2,4
D10,911,0.519,2,4
D09,909,0.5743,2,4
D08,908,0.504,2,4
D07,907,0.5221,2,4
D06,906,0.4881,2,4
D05,905,0.5289,2,4
D04,904,0.5719,2,4
D03,903,0.5715,2,4
D02,902,0.5338,2,4
D01,901,0.4737,2,4
E01,920,0.5187,2,1
E02,921,0.5262,2,1
E03,922,0.5453,2,1
E04,923,0.5755,2,1
E05,924,0.5959,2,1
E06,925,0.5898,2,1
E07,929,0.5301,2,1
E08,930,0.5601,2,1
E09,931,0.5803,2,1
E10,932,0.5519,2,1
E11,933,0.624,2,1
E12,Blank1,0.2843,2,1
F12,Blank1,0.2754,2,2
F11,933,0.503,2,2
F10,932,0.4984,2,2
F09,931,0.5758,2,2
F08,930,0.5167,2,2
F07,929,0.5392,2,2
F06,925,0.5631,2,2
F05,924,0.5556,2,2
F04,923,0.5516,2,2
F03,922,0.5365,2,2
F02,921,0.4361,2,2
F01,920,0.5377,2,2
G01,920,0.4516,2,3
G02,921,0.4787,2,3
G03,922,0.5061,2,3
G04,923,0.4862,2,3
G05,924,0.4855,2,3
G06,925,0.5519,2,3
G07,929,0.5142,2,3
G08,930,0.5029,2,3
G09,931,0.5154,2,3
G10,932,0.403,2,3
G11,933,0.4137,2,3
G12,Blank1,0.2745,2,3
H12,Blank1,0.2953,2,4
H11,933,0.4435,2,4
H10,932,0.3866,2,4
H09,931,0.5309,2,4
H08,930,0.5219,2,4
H07,929,0.4865,2,4
H06,925,0.5792,2,4
H05,924,0.4997,2,4
H04,923,0.4325,2,4
H03,922,0.5128,2,4
H02,921,0.4604,2,4
H01,920,0.4931,2,4
A01,910,0.5369,2,1
A02,913,0.5218,2,1
A03,914,0.4952,2,1
A04,915,0.5675,2,1
A05,916,0.575,2,1
A06,917,0.574,2,1
A07,918,0.5849,2,1
A08,919,0.5264,2,1
A09,926,0.5148,2,1
A10,927,0.5043,2,1
A11,928,0.5563,2,1
A12,Blank1,0.3236,2,1
B12,Blank1,0.2976,2,2
B11,928,0.5181,2,2
B10,927,0.4677,2,2
B09,926,0.4824,2,2
B08,919,0.5151,2,2
B07,918,0.5568,2,2
B06,917,0.5523,2,2
B05,916,0.5638,2,2
B04,915,0.568,2,2
B03,914,0.4941,2,2
B02,913,0.5264,2,2
B01,910,0.5419,2,2
C01,910,0.5125,2,3
C02,913,0.4752,2,3
C03,914,0.4789,2,3
C04,915,0.4816,2,3
C05,916,0.4706,2,3
C06,917,0.5129,2,3
C07,918,0.5125,2,3
C08,919,0.3947,2,3
C09,926,0.521,2,3
C10,927,0.4996,2,3
C11,928,0.4352,2,3
C12,Blank1,0.2872,2,3
D12,Blank1,0.2766,2,4
D11,928,0.5022,2,4
D10,927,0.4875,2,4
D09,926,0.5109,2,4
D08,919,0.4802,2,4
D07,918,0.4608,2,4
D06,917,0.503,2,4
D05,916,0.5645,2,4
D04,915,0.4558,2,4
D03,914,0.4687,2,4
D02,913,0.5136,2,4
D01,910,0.5229,2,4
E01,840,0.5465,2,1
E02,841,0.4754,2,1
E03,934,0.5522,2,1
E04,935,0.488,2,1
E05,936,0.5903,2,1
E06,937,0.5413,2,1
E07,938,0.4533,2,1
E08,939,0.483,2,1
E09,940,0.4702,2,1
E10,941,0.506,2,1
E11,942,0.4839,2,1
E12,Blank1,0.2794,2,1
F12,Blank1,0.2709,2,2
F11,942,0.3916,2,2
F10,941,0.4798,2,2
F09,940,0.4579,2,2
F08,939,0.4689,2,2
F07,938,0.4714,2,2
F06,937,0.4864,2,2
F05,936,0.5459,2,2
F04,935,0.4691,2,2
F03,934,0.5019,2,2
F02,841,0.3767,2,2
F01,840,0.5295,2,2
G01,840,0.5106,2,3
G02,841,0.4938,2,3
G03,934,0.5876,2,3
G04,935,0.5392,2,3
G05,936,0.5792,2,3
G06,937,0.5002,2,3
G07,938,0.4896,2,3
G08,939,0.5033,2,3
G09,940,0.4882,2,3
G10,941,0.478,2,3
G11,942,0.5097,2,3
G12,Blank1,0.2766,2,3
H12,Blank1,0.2969,2,4
H11,942,0.4883,2,4
H10,941,0.4324,2,4
H09,940,0.4813,2,4
H08,939,0.4988,2,4
H07,938,0.4569,2,4
H06,937,0.4854,2,4
H05,936,0.5604,2,4
H04,935,0.4928,2,4
H03,934,0.5713,2,4
H02,841,0.4654,2,4
H01,840,0.5239,2,4
A01,4.1,0.3393,2,1
A02,4.2,0.3148,2,1
A03,542,0.5522,2,1
A04,14.1,0.3546,2,1
A05,13.1,0.3657,2,1
A06,13.2,0.3283,2,1
A07,15.1,0.36,2,1
A08,548,0.4961,2,1
A09,10.1,0.3974,2,1
A10,10.2,0.3387,2,1
A11,15.2,0.3278,2,1
A12,541,0.4437,2,1
B01,4.1,0.3481,2,2
B02,4.2,0.3017,2,2
B03,542,0.5381,2,2
B04,14.1,0.3596,2,2
B05,13.1,0.3524,2,2
B06,13.2,0.3218,2,2
B07,15.1,0.3579,2,2
B08,548,0.5119,2,2
B09,10.1,0.3863,2,2
B10,10.2,0.3258,2,2
B11,15.2,0.3243,2,2
B12,541,0.4264,2,2
E01,1.2,0.3324,2,1
E02,2.1,0.4053,2,1
E03,2.2,0.3493,2,1
E04,6.1,0.3708,2,1
E05,7.2,0.3649,2,1
E06,9.1,0.3793,2,1
E07,9.2,0.3419,2,1
E08,574,0.4845,2,1
E09,14.2,0.3605,2,1
E10,524,0.494,2,1
E11,540,0.5154,2,1
E12,549,0.4649,2,1
F01,1.2,0.2948,2,2
F02,2.1,0.3911,2,2
F03,2.2,0.4769,2,2
F04,6.1,0.4384,2,2
F05,7.2,0.3991,2,2
F06,9.1,0.3523,2,2
F07,9.2,0.3171,2,2
F08,574,0.3926,2,2
F09,14.2,0.3032,2,2
F10,524,0.4399,2,2
F11,540,0.3508,2,2
F12,549,0.4373,2,2
G01,1.2,0.3038,2,3
G02,2.1,0.4346,2,3
G03,2.2,0.328,2,3
G04,6.1,0.3378,2,3
G05,7.2,0.301,2,3
G06,9.1,0.3313,2,3
G07,9.2,0.3089,2,3
G08,574,0.4151,2,3
G09,14.2,0.3217,2,3
G10,524,0.4793,2,3
G11,540,0.4569,2,3
G12,549,0.4801,2,3
H01,1.2,0.3279,2,4
H02,2.1,0.3392,2,4
H03,2.2,0.3333,2,4
H04,6.1,0.3213,2,4
H05,7.2,0.3001,2,4
H06,9.1,0.3388,2,4
H07,9.2,0.2979,2,4
H08,574,0.4479,2,4
H09,14.2,0.3178,2,4
H10,524,0.4397,2,4
H11,540,0.4683,2,4
H12,549,0.4584,2,4
A01,1.1,0.3856,1,1
A02,3.2,0.342,1,1
A03,3.1,0.389,1,1
A04,8.1,0.3347,1,1
A05,8.2,0.3168,1,1
A06,12.1,0.3278,1,1
A07,7.1,0.3455,1,1
A08,12.2,0.3208,1,1
A09,567,0.4804,1,1
A10,566,0.5142,1,1
A11,532,0.3789,1,1
A12,546,0.4667,1,1
B01,1.1,0.3764,1,2
B02,3.2,0.3221,1,2
B03,3.1,0.3847,1,2
B04,8.1,0.3313,1,2
B05,8.2,0.3287,1,2
B06,12.1,0.3195,1,2
B07,7.1,0.3495,1,2
B08,12.2,0.3103,1,2
B09,567,0.4707,1,2
B10,566,0.5143,1,2
B11,532,0.3844,1,2
B12,546,0.4458,1,2
C01,1.1,0.3672,1,3
C02,3.2,0.2037,1,3
C03,3.1,0.3692,1,3
C04,8.1,0.3543,1,3
C05,8.2,0.2678,1,3
C06,12.1,0.3359,1,3
C07,7.1,0.3605,1,3
C08,12.2,0.1964,1,3
C09,567,0.4786,1,3
C10,566,0.3849,1,3
C11,532,0.3453,1,3
C12,546,0.4533,1,3
D01,1.1,0.3629,1,4
D02,3.2,0.3334,1,4
D03,3.1,0.3732,1,4
D04,8.1,0.333,1,4
D05,8.2,0.3197,1,4
D06,12.1,0.3177,1,4
D07,7.1,0.3533,1,4
D08,12.2,0.3287,1,4
D09,567,0.4827,1,4
D10,566,0.3919,1,4
D11,532,0.3868,1,4
D12,546,0.4545,1,4
F01,543,0.4878,1,1
F02,543,0.3973,1,2
F03,543,0.5201,1,3
F04,543,0.5172,1,4
A01,943,0.6031,1,1
A02,944,0.5121,1,1
A03,945,0.6429,1,1
A04,946,0.5389,1,1
A05,947,0.528,1,1
A06,948,0.5286,1,1
A07,949,0.5915,1,1
A08,950,0.5901,1,1
A09,951,0.5682,1,1
A10,952,0.5509,1,1
A11,953,0.5884,1,1
A12,Blank1,0.3271,1,1
B12,Blank1,0.3189,1,2
B11,953,0.605,1,2
B10,952,0.551,1,2
B09,951,0.5853,1,2
B08,950,0.5666,1,2
B07,949,0.6476,1,2
B06,948,0.5621,1,2
B05,947,0.5895,1,2
B04,946,0.5072,1,2
B03,945,0.6274,1,2
B02,944,0.513,1,2
B01,943,0.5979,1,2
C01,943,0.5023,1,3
C02,944,0.3284,1,3
C03,945,0.604,1,3
C04,946,0.473,1,3
C05,947,0.4879,1,3
C06,948,0.5468,1,3
C07,949,0.5741,1,3
C08,950,0.4369,1,3
C09,951,0.5383,1,3
C10,952,0.573,1,3
C11,953,0.5146,1,3
C12,Blank1,0.3172,1,3
D12,Blank1,0.3117,1,4
D11,953,0.5824,1,4
D10,952,0.5772,1,4
D09,951,0.5776,1,4
D08,950,0.5989,1,4
D07,949,0.5763,1,4
D06,948,0.5264,1,4
D05,947,0.5278,1,4
D04,946,0.4804,1,4
D03,945,0.6051,1,4
D02,944,0.473,1,4
D01,943,0.556,1,4
E01,954,0.5702,1,1
E02,955,0.5634,1,1
E03,956,0.563,1,1
E04,957,0.5829,1,1
E05,958,0.5487,1,1
E06,959,0.544,1,1
E07,960,0.5933,1,1
E08,961,0.5307,1,1
E09,962,0.5601,1,1
E10,963,0.6077,1,1
E11,964,0.6093,1,1
E12,Blank1,0.3153,1,1
F12,Blank1,0.3275,1,2
F11,964,0.5048,1,2
F10,963,0.6174,1,2
F09,962,0.5351,1,2
F08,961,0.4173,1,2
F07,960,0.5739,1,2
F06,959,0.5644,1,2
F05,958,0.5355,1,2
F04,957,0.5923,1,2
F03,956,0.6053,1,2
F02,955,0.5464,1,2
F01,954,0.6077,1,2
G01,954,0.5396,1,3
G02,955,0.5356,1,3
G03,956,0.549,1,3
G04,957,0.5246,1,3
G05,958,0.5138,1,3
G06,959,0.5218,1,3
G07,960,0.5833,1,3
G08,961,0.5582,1,3
G09,962,0.5816,1,3
G10,963,0.6133,1,3
G11,964,0.6039,1,3
G12,Blank1,0.3338,1,3
H12,Blank1,0.3168,1,4
H11,964,0.5954,1,4
H10,963,0.6036,1,4
H09,962,0.574,1,4
H08,961,0.527,1,4
H07,960,0.5911,1,4
H06,959,0.5411,1,4
H05,958,0.5269,1,4
H04,957,0.5049,1,4
H03,956,0.561,1,4
H02,955,0.5307,1,4
H01,954,0.5465,1,4
A01,965,0.5647,1,1
A02,966,0.6571,1,1
A03,967,0.6453,1,1
A04,968,0.6562,1,1
A05,969,0.607,1,1
A06,970,0.5593,1,1
A07,971,0.5892,1,1
A08,972,0.5601,1,1
A09,973,0.6008,1,1
A10,974,0.5671,1,1
A11,975,0.6192,1,1
A12,Blank1,0.3216,1,1
B12,Blank1,0.3128,1,2
B11,975,0.606,1,2
B10,974,0.5628,1,2
B09,973,0.5908,1,2
B08,972,0.56,1,2
B07,971,0.6247,1,2
B06,970,0.5424,1,2
B05,969,0.609,1,2
B04,968,0.6353,1,2
B03,967,0.6391,1,2
B02,966,0.676,1,2
B01,965,0.5777,1,2
C01,965,0.581,1,3
C02,966,0.4942,1,3
C03,967,0.6129,1,3
C04,968,0.6154,1,3
C05,969,0.5369,1,3
C06,970,0.5198,1,3
C07,971,0.5503,1,3
C08,972,0.4134,1,3
C09,973,0.5549,1,3
C10,974,0.5529,1,3
C11,975,0.5252,1,3
C12,Blank1,0.3128,1,3
D12,Blank1,0.3026,1,4
D11,975,0.5967,1,4
D10,974,0.5775,1,4
D09,973,0.6244,1,4
D08,972,0.5505,1,4
D07,971,0.5651,1,4
D06,970,0.5414,1,4
D05,969,0.5787,1,4
D04,968,0.6134,1,4
D03,967,0.6294,1,4
D02,966,0.6407,1,4
D01,965,0.5877,1,4
E01,976,0.5417,1,1
E02,977,0.6067,1,1
E03,978,0.5672,1,1
E04,979,0.5115,1,1
E05,980,0.5659,1,1
E06,981,0.5872,1,1
E07,982,0.6129,1,1
E08,983,0.6161,1,1
E09,984,0.5844,1,1
E10,985,0.6413,1,1
E11,986,0.6258,1,1
E12,Blank1,0.3182,1,1
F12,Blank1,0.3233,1,2
F11,986,0.4996,1,2
F10,985,0.6477,1,2
F09,984,0.5893,1,2
F08,983,0.4969,1,2
F07,982,0.626,1,2
F06,981,0.605,1,2
F05,980,0.5531,1,2
F04,979,0.5339,1,2
F03,978,0.5871,1,2
F02,977,0.5847,1,2
F01,976,0.5836,1,2
G01,976,0.5782,1,3
G02,977,0.5635,1,3
G03,978,0.5549,1,3
G04,979,0.5449,1,3
G05,980,0.5452,1,3
G06,981,0.5697,1,3
G07,982,0.5879,1,3
G08,983,0.6186,1,3
G09,984,0.5771,1,3
G10,985,0.6308,1,3
G11,986,0.5559,1,3
G12,Blank1,0.3146,1,3
H12,Blank1,0.3086,1,4
H11,986,0.5658,1,4
H10,985,0.6218,1,4
H09,984,0.5805,1,4
H08,983,0.6046,1,4
H07,982,0.6098,1,4
H06,981,0.5761,1,4
H05,980,0.5929,1,4
H04,979,0.555,1,4
H03,978,0.5848,1,4
H02,977,0.5708,1,4
H01,976,0.5497,1,4
