Pop,Date,Time,Plant_ID,Loc,Year,L_area,L_weight,Trichomes,Conc,herb_p,Leaves,Height,SLA
COO,6/8/2020,2023,COO-15,Field,2023,1.58,0.0083,160,0.232024619,0.071,8,49,190.3614458
COO,6/8/2020,2023,COO-16,Field,2023,1.543,0.0066,172,0.220777093,0.14,6,32,233.7878788
COO,6/8/2020,2023,COO-17,Field,2023,1.433,0.0077,176,0.161872526,0.15,7,35,186.1038961
COO,6/8/2020,2023,COO-18,Field,2023,1.006,0.0039,84,0.201006958,0.13,5,24,257.9487179
COO,6/8/2020,2023,COO-19,Field,2023,1.218,0.005,116,0.209848441,0.12,9,32,243.6
COO,6/8/2020,2023,COO-20,Field,2023,1.165,0.006,124,0.117636124,0.26,7,30,194.1666667
COO,6/8/2020,2023,COO-21,Field,2023,1.37,0.0079,152,0.218458016,0.13,10,50,173.4177215
COO,6/8/2020,2023,COO-22,Field,2023,0.792,0.0039,144,0.245098418,0.19,13,44,203.0769231
COO,6/8/2020,2023,COO-23,Field,2023,1.399,0.0071,160,0.200485166,0.27,5,27,197.0422535
COO,6/8/2020,2023,COO-24,Field,2023,0.987,0.0062,156,0.116331643,0.46,8,40,159.1935484
COO,6/8/2020,2023,COO-25,Field,2023,1.62,0.011,216,0.141957449,0.12,6,46,147.2727273
COO,6/8/2020,2023,COO-26,Field,2023,1.77,0.0087,132,0.162220388,0.13,14,21,203.4482759
COO,6/8/2020,2023,COO-27,Field,2023,1.481,0.0075,192,0.174453521,0.11,9,25,197.4666667
COO,6/8/2020,2023,COO-28,Field,2023,0.895,0.0046,116,0.187266424,0.27,8,49,194.5652174
COO,6/8/2020,2023,COO-29,Field,2023,1.658,0.0092,112,0.170279182,0.2,8,38,180.2173913
COO,6/8/2020,2023,COO-30,Field,2023,3.031,0.0166,148,0.213414023,0.23,9,59,182.5903614
DUDU,6/12/2020,2023,DUDU-1,Field,2023,1.722,0.0111,108,0.038671537,0,7,38,155.1351351
DUDU,6/12/2020,2023,DUDU-2,Field,2023,1.871,0.0119,100,0.050991636,0.001,36,34,157.2268908
DUDU,6/12/2020,2023,DUDU-3,Field,2023,1.03,0.0054,128,0.079516288,0,6,30,190.7407407
DUDU,6/12/2020,2023,DUDU-4,Field,2023,1.263,0.0088,108,0.027366034,0,42,34,143.5227273
DUDU,6/12/2020,2023,DUDU-5,Field,2023,2.218,0.0109,72,0.056064618,0,9,41,203.4862385
DUDU,6/12/2020,2023,DUDU-6,Field,2023,1.954,0.0141,116,0.057658983,0.01,15,21,138.5815603
DUDU,6/12/2020,2023,DUDU-7,Field,2023,1.247,0.0064,124,0.069892117,0.01,11,30,194.84375
DUDU,6/12/2020,2023,DUDU-8,Field,2023,1.871,0.0119,68,0.054963056,0,13,28,157.2268908
DUDU,6/12/2020,2023,DUDU-9,Field,2023,1.803,0.0094,112,0.053919471,0,16,43,191.8085106
DUDU,6/12/2020,2023,DUDU-10,Field,2023,0.829,0.004,64,0.059862107,0.02,17,30,207.25
DUDU,6/12/2020,2023,DUDU-11,Field,2023,1.724,0.01,104,0.03765694,0.005,28,39,172.4
DUDU,6/12/2020,2023,DUDU-12,Field,2023,1.857,0.0113,92,0.04826672,0.04,7,30,164.3362832
DUDU,6/12/2020,2023,DUDU-13,Field,2023,1.514,0.008,136,0.032612947,0.001,32,38,189.25
DUDU,6/12/2020,2023,DUDU-14,Field,2023,2.223,0.0098,92,0.060036038,0.002,30,47,226.8367347
DUDU,6/12/2020,2023,DUDU-15,Field,2023,1.355,0.0061,132,0.053049817,0,5,27,222.1311475
DUDU,6/12/2020,2023,DUDU-16,Field,2023,2.323,0.0186,116,0.047773916,0,18,42,124.8924731
DUDU,6/12/2020,2023,DUDU-17,Field,2023,1.812,0.0142,92,0.030699708,0,23,43,127.6056338
DUDU,6/12/2020,2023,DUDU-18,Field,2023,1.213,0.0052,136,0.043628565,0,34,23,233.2692308
DUDU,6/12/2020,2023,DUDU-19,Field,2023,1.905,0.0115,80,0.069892117,0.01,22,37,165.6521739
DUDU,6/12/2020,2023,DUDU-20,Field,2023,2.501,0.0089,72,0.066181593,0.04,11,26,281.011236
DUDU,6/12/2020,2023,DUDU-21,Field,2023,1.59,0.0079,124,0.04617955,0.01,21,41,201.2658228
DUDU,6/12/2020,2023,DUDU-22,Field,2023,1.313,0.0066,88,0.162133422,0,13,30,198.9393939
DUDU,6/12/2020,2023,DUDU-23,Field,2023,0.815,0.004,100,0.171351755,0,12,26,203.75
DUDU,6/12/2020,2023,DUDU-24,Field,2023,1.899,0.008,112,0.038410641,0,10,40,237.375
SUW,6/14/2020,2023,SUW-1,Field,2023,1.483,0.0059,112,0.225270306,0.015,13,39,251.3559322
SUW,6/14/2020,2023,SUW-2,Field,2023,1.564,0.0061,128,0.205906009,0.03,19,54,256.3934426
SUW,6/14/2020,2023,SUW-3,Field,2023,0.549,0.0017,120,0.19926765,0.01,13,31,322.9411765
SUW,6/14/2020,2023,SUW-4,Field,2023,1.317,0.0044,124,0.25225857,0,8,33,299.3181818
SUW,6/14/2020,2023,SUW-5,Field,2023,0.729,0.0028,132,0.086154647,0.4,15,37,260.3571429
SUW,6/14/2020,2023,SUW-6,Field,2023,1.331,0.0061,122,0.10749016,0.01,29,40,218.1967213
SUW,6/14/2020,2023,SUW-7,Field,2023,1.106,0.0043,116,0.086502509,0,23,52,257.2093023
SUW,6/14/2020,2023,SUW-8,Field,2023,1.136,0.0056,132,0.086589475,0.02,11,44,202.8571429
SUW,6/14/2020,2023,SUW-9,Field,2023,0.649,0.0029,82,0.100445962,0.02,19,36,223.7931034
SUW,6/14/2020,2023,SUW-10,Field,2023,1.357,0.0044,144,0.246982669,0.02,14,59,308.4090909
SUW,6/14/2020,2023,SUW-11,Field,2023,0.852,0.0031,118,0.25472259,0.03,14,47,274.8387097
SUW,6/14/2020,2023,SUW-12,Field,2023,0.759,0.0026,96,0.222284494,0.15,15,56,291.9230769
SUW,6/14/2020,2023,SUW-13,Field,2023,0.603,0.0035,156,0.247968276,0,8,27,172.2857143
SUW,6/14/2020,2023,SUW-14,Field,2023,0.841,0.0035,148,0.067515063,0.02,16,45,240.2857143
SUW,6/14/2020,2023,SUW-15,Field,2023,0.791,0.0039,140,0.060123003,0.55,11,48,202.8205128
SUW,6/14/2020,2023,SUW-16,Field,2023,1.533,0.0059,76,0.080733804,0.02,18,45,259.8305085
SUW,6/14/2020,2023,SUW-17,Field,2023,1.229,0.005,120,0.073718595,0,10,46,245.8
SUW,6/14/2020,2023,SUW-18,Field,2023,1.17,0.0042,48,0.089923148,0,26,38,278.5714286
SUW,6/14/2020,2023,SUW-19,Field,2023,1.528,0.007,108,0.24544628,0,13,47,218.2857143
SUW,6/14/2020,2023,SUW-20,Field,2023,0.847,0.0021,112,0.474107316,0,16,50,403.3333333
SHE,6/29/2020,2023,SHE-1,Field,2023,2.12,0.0128,128,0.217124546,0.25,9,25,165.625
SHE,6/29/2020,2023,SHE-2,Field,2023,0.703,0.0045,116,0.253736982,0.25,6,13,156.2222222
SHE,6/29/2020,2023,SHE-3,Field,2023,0.683,0.0036,148,0.30429287,0.15,7,15,189.7222222
SHE,6/29/2020,2023,SHE-4,Field,2023,1.425,0.0073,152,0.285392389,0.04,8,17,195.2054795
SHE,6/29/2020,2023,SHE-5,Field,2023,1.207,0.0065,104,0.288349213,0.19,6,17,185.6923077
SHE,6/29/2020,2023,SHE-6,Field,2023,1.184,0.0071,172,0.233445054,0.21,9,26,166.7605634
SHE,6/29/2020,2023,SHE-7,Field,2023,1.015,0.0062,176,0.280725245,0.1,8,18,163.7096774
SHE,6/29/2020,2023,SHE-8,Field,2023,0.957,0.0056,184,0.255447301,0.28,8,29,170.8928571
SHE,6/29/2020,2023,SHE-9,Field,2023,1.655,0.007,204,0.345311552,0.1,3,20,236.4285714
SHE,6/29/2020,2023,SHE-10,Field,2023,1.459,0.0084,180,0.253910912,0.11,6,36,173.6904762
SHE,6/29/2020,2023,SHE-11,Field,2023,1.135,0.0064,156,0.266231011,0.09,12,18,177.34375
SHE,6/29/2020,2023,SHE-12,Field,2023,0.705,0.0042,212,0.215878042,0.21,8,19,167.8571429
SHE,6/29/2020,2023,SHE-13,Field,2023,1.198,0.0068,244,0.248895907,0.08,6,32,176.1764706
SHE,6/29/2020,2023,SHE-14,Field,2023,0.788,0.0043,104,0.185034312,0.1,4,17,183.255814
SHE,6/29/2020,2023,SHE-15,Field,2023,0.719,0.0041,188,0.232430458,0.1,5,33,175.3658537
SHE,6/29/2020,2023,SHE-16,Field,2023,0.619,0.0023,132,0.288378201,0.12,5,24,269.1304348
SHE,6/29/2020,2023,SHE-17,Field,2023,1.196,0.0077,212,0.265535288,0.03,4,38,155.3246753
SHE,6/29/2020,2023,SHE-18,Field,2023,1.593,0.0054,108,0.251243973,0.16,6,17,295
SHE,6/29/2020,2023,SHE-19,Field,2023,0.868,0.0033,100,0.21364593,0.23,5,41,263.030303
SHE,6/29/2020,2023,SHE-20,Field,2023,1.682,0.0067,100,0.22935768,0.05,3,32,251.0447761
SHE,6/29/2020,2023,SHE-21,Field,2023,0.865,0.0049,116,0.23466257,0.12,5,38,176.5306122
SHE,6/29/2020,2023,SHE-22,Field,2023,0.973,0.005,140,0.266810781,0.13,5,47,194.6
SHE,6/29/2020,2023,SHE-23,Field,2023,0.872,0.0058,148,0.250896112,0.24,6,53,150.3448276
SHE,6/29/2020,2023,SHE-24,Field,2023,1.049,0.0052,132,0.277594491,0.3,6,46,201.7307692
SHE,6/29/2020,2023,SHE-25,Field,2023,0.568,0.002,128,0.314786695,0.12,4,23,284
SHE,6/29/2020,2023,SHE-26,Field,2023,0.969,0.0045,184,0.220255301,0.15,5,19,215.3333333
SHE,6/29/2020,2023,SHE-27,Field,2023,1.029,0.0066,196,0.218805878,0.16,4,26,155.9090909
SHE,6/29/2020,2023,SHE-28,Field,2023,0.978,0.0046,164,0.252896316,0.07,8,30,212.6086957
SHE,6/29/2020,2023,SHE-29,Field,2023,0.917,0.0054,172,0.25831716,0.17,7,24,169.8148148
SHE,6/29/2020,2023,SHE-30,Field,2023,1.75,0.007,112,0.263216211,0.17,4,50,250
KAN,6/27/2020,2023,KAN-1,Field,2023,0.846,0.0073,228,0.295451387,0.081,5,25,115.890411
KAN,6/27/2020,2023,KAN-2,Field,2023,1.282,0.0105,196,0.21364593,0.001,5,17,122.0952381
KAN,6/27/2020,2023,KAN-3,Field,2023,1.848,0.0127,124,0.249736573,0.06,4,21,145.511811
KAN,6/27/2020,2023,KAN-4,Field,2023,0.513,0.0036,188,0.282000738,0.01,5,16,142.5
KAN,6/27/2020,2023,KAN-5,Field,2023,0.846,0.0053,192,0.209587545,0,6,25,159.6226415
KAN,6/27/2020,2023,KAN-6,Field,2023,0.99,0.0079,204,0.195760045,0.001,6,22,125.3164557
KAN,6/27/2020,2023,KAN-7,Field,2023,1.792,0.0129,152,0.274898563,0.015,6,26,138.9147287
KAN,6/27/2020,2023,KAN-8,Field,2023,0.928,0.0077,248,0.238981851,0,6,15,120.5194805
KAN,6/27/2020,2023,KAN-9,Field,2023,1.341,0.0105,308,0.19851395,0.03,6,27,127.7142857
KAN,6/27/2020,2023,KAN-10,Field,2023,1.718,0.0131,180,0.265651242,0.25,4,17,131.1450382
KAN,6/27/2020,2023,KAN-11,Field,2023,0.813,0.0056,208,0.223994813,0.2,4,19,145.1785714
KAN,6/27/2020,2023,KAN-12,Field,2023,1.486,0.0107,148,0.246228968,0,7,34,138.8785047
KAN,6/27/2020,2023,KAN-13,Field,2023,1.12,0.0094,184,0.242141594,0.01,8,21,119.1489362
KAN,6/27/2020,2023,KAN-14,Field,2023,1.543,0.0104,140,0.2333291,0,6,25,148.3653846
KAN,6/27/2020,2023,KAN-15,Field,2023,0.867,0.0047,172,0.126999399,0.01,5,15,184.4680851
KAN,6/27/2020,2023,KAN-17,Field,2023,1.024,0.0057,140,0.146305719,0.13,7,15,179.6491228
KAN,6/27/2020,2023,KAN-18,Field,2023,0.547,0.0024,144,0.081945831,0.04,6,20,227.9166667
KAN,6/27/2020,2023,KAN-19,Field,2023,1.05,0.0067,156,0.186106886,0,4,20,156.7164179
KAN,6/27/2020,2023,KAN-20,Field,2023,0.941,0.0087,248,0.352210808,0.01,8,16,108.1609195
KAN,6/27/2020,2023,KAN-21,Field,2023,0.835,0.0074,196,0.195789034,0.12,8,21,112.8378378
KAN,6/27/2020,2023,KAN-22,Field,2023,0.887,0.0077,208,0.263361153,0.185,8,16,115.1948052
KAN,6/27/2020,2023,KAN-23,Field,2023,1.049,0.0077,164,0.23843107,0.105,6,26,136.2337662
KAN,6/27/2020,2023,KAN-24,Field,2023,1.082,0.0089,184,0.223241113,0.05,7,30,121.5730337
KAN,6/27/2020,2023,KAN-25,Field,2023,1.323,0.0101,176,0.260491295,0.02,6,22,130.990099
KAN,6/27/2020,2023,KAN-26,Field,2023,1.25,0.0097,188,0.222110563,0.01,6,26,128.8659794
KAN,6/27/2020,2023,KAN-27,Field,2023,1.066,0.0083,144,0.261158029,0,7,19,128.4337349
KAN,6/27/2020,2023,KAN-28,Field,2023,0.621,0.0041,196,0.253968889,0.015,7,17,151.4634146
KAN,6/27/2020,2023,KAN-29,Field,2023,0.776,0.005,158,0.255157417,0.05,7,16,155.2
KAN,6/27/2020,2023,KAN-30,Field,2023,0.979,0.0081,164,0.193817818,0.03,8,14,120.8641975
TAL,7/6/2020,2023,TAL-1,Field,2023,2.429,0.0122,84,0.150277139,0.3,6,41,199.0983607
TAL,7/6/2020,2023,TAL-2,Field,2023,1.136,0.0087,176,0.159437495,0.13,9,37,130.5747126
TAL,7/6/2020,2023,TAL-3,Field,2023,1.238,0.0068,144,0.133144954,0.08,20,19,182.0588235
TAL,7/6/2020,2023,TAL-4,Field,2023,1.159,0.0059,92,0.159031656,0.13,9,38,196.440678
TAL,7/6/2020,2023,TAL-5,Field,2023,1.545,0.0092,104,0.222574378,0.1,9,40,167.9347826
TAL,7/6/2020,2023,TAL-6,Field,2023,0.733,0.0042,192,0.153118009,0.19,8,21,174.5238095
TAL,7/6/2020,2023,TAL-7,Field,2023,1.416,0.0064,116,0.165235189,0.12,6,33,221.25
TAL,7/6/2020,2023,TAL-8,Field,2023,0.881,0.0045,156,0.186106886,0.09,10,35,195.7777778
TAL,7/6/2020,2023,TAL-9,Field,2023,1.035,0.006,152,0.168221001,0.13,6,31,172.5
TAL,7/6/2020,2023,TAL-10,Field,2023,0.735,0.0036,132,0.204920401,0.1,16,39,204.1666667
TAL,7/6/2020,2023,TAL-11,Field,2023,0.912,0.006,124,0.098039919,0.16,6,34,152
TAL,7/6/2020,2023,TAL-12,Field,2023,0.838,0.005,172,0.163669811,0.09,18,40,167.6
TAL,7/6/2020,2023,TAL-13,Field,2023,0.915,0.0051,156,0.12621671,0.2,6,30,179.4117647
TAL,7/6/2020,2023,TAL-14,Field,2023,1.542,0.0084,116,0.146943465,0.08,8,38,183.5714286
TAL,7/6/2020,2023,TAL-15,Field,2023,1.23,0.0071,128,0.124042575,0.14,8,40,173.2394366
TAL,7/6/2020,2023,TAL-16,Field,2023,0.903,0.0049,136,0.142015426,0.1,8,40,184.2857143
TAL,7/6/2020,2023,TAL-17,Field,2023,1.075,0.0067,108,0.132565185,0.13,11,29,160.4477612
TAL,7/6/2020,2023,TAL-19,Field,2023,1.305,0.0069,116,0.167496289,0,6,24,189.1304348
TAL,7/6/2020,2023,TAL-20,Field,2023,1.302,0.0067,104,0.138044005,0.15,10,32,194.3283582
TAL,7/6/2020,2023,TAL-21,Field,2023,1.824,0.0112,136,0.169351551,0.15,22,60,162.8571429
TAL,7/6/2020,2023,TAL-22,Field,2023,1.545,0.0086,164,0.210921014,0.13,21,48,179.6511628
TAL,7/6/2020,2023,TAL-23,Field,2023,1.67,0.0094,108,0.108562733,0.18,19,49,177.6595745
OAK,6/27/2020,2023,OAK-1,Field,2023,0.869,0.0041,96,0.289653694,0.4,4,21,211.9512195
OAK,6/27/2020,2023,OAK-2,Field,2023,1.057,0.0061,144,0.193817818,0.14,5,56,173.2786885
OAK,6/27/2020,2023,OAK-3,Field,2023,0.881,0.005,200,0.253823947,0.22,6,53,176.2
OAK,6/27/2020,2023,OAK-4,Field,2023,0.923,0.0071,168,0.29936483,0.01,6,38,130
OAK,6/27/2020,2023,OAK-5,Field,2023,1.377,0.0074,124,0.23445965,0.08,5,51,186.0810811
OAK,6/27/2020,2023,OAK-6,Field,2023,0.991,0.0034,144,0.31791745,0.051,3,43,291.4705882
OAK,6/27/2020,2023,OAK-7,Field,2023,1.403,0.0066,136,0.236314912,0.11,5,59,212.5757576
OAK,6/27/2020,2023,OAK-8,Field,2023,0.722,0.0039,168,0.200688085,0.05,5,47,185.1282051
OAK,6/27/2020,2023,OAK-9,Field,2023,1.054,0.0053,184,0.220429232,0.19,5,42,198.8679245
OAK,6/27/2020,2023,OAK-10,Field,2023,1.522,0.0068,128,0.201296843,0,5,44,223.8235294
OAK,6/27/2020,2023,OAK-11,Field,2023,0.679,0.0035,172,0.210138326,0.35,4,39,194
OAK,6/27/2020,2023,OAK-12,Field,2023,0.764,0.0039,140,0.221733713,0.06,5,44,195.8974359
OAK,6/27/2020,2023,OAK-13,Field,2023,1.822,0.01,148,0.278898972,0.09,5,49,182.2
OAK,6/27/2020,2023,OAK-14,Field,2023,1.511,0.0128,184,0.183237027,0.12,8,51,118.046875
OAK,6/27/2020,2023,OAK-15,Field,2023,1.913,0.0114,144,0.337832528,0.29,9,60,167.8070175
OAK,6/27/2020,2023,OAK-16,Field,2023,2.32,0.0182,252,0.202427393,0.06,9,42,127.4725275
OAK,6/27/2020,2023,OAK-17,Field,2023,1.225,0.0064,124,0.2479103,0.14,6,44,191.40625
OAK,6/27/2020,2023,OAK-18,Field,2023,1.929,0.0115,148,0.25205565,0.21,8,48,167.7391304
OAK,6/27/2020,2023,OAK-19,Field,2023,1.932,0.0094,152,0.311916837,0.08,8,55,205.5319149
OAK,6/27/2020,2023,OAK-20,Field,2023,2.286,0.0136,172,0.287972362,0.021,7,59,168.0882353
OAK,6/27/2020,2023,OAK-21,Field,2023,1.161,0.007,196,0.27156489,0.205,7,49,165.8571429
OAK,6/27/2020,2023,OAK-22,Field,2023,1.354,0.0064,136,0.274608679,0.09,7,52,211.5625
OAK,6/27/2020,2023,OAK-23,Field,2023,1.745,0.0096,168,0.28556632,0.15,5,62,181.7708333
OAK,6/27/2020,2023,OAK-24,Field,2023,1.475,0.0076,168,0.27136197,0.14,5,44,194.0789474
OAK,6/27/2020,2023,OAK-25,Field,2023,0.819,0.004,144,0.248721977,0.11,6,53,204.75
OAK,6/27/2020,2023,OAK-26,Field,2023,0.72,0.0043,168,0.273999921,0.13,7,59,167.4418605
OAK,6/27/2020,2023,OAK-27,Field,2023,1.435,0.0083,208,0.250838135,0.14,6,56,172.8915663
OAK,6/27/2020,2023,OAK-28,Field,2023,1.081,0.0063,188,0.231705746,0.08,7,46,171.5873016
OAK,6/27/2020,2023,OAK-29,Field,2023,1.435,0.0084,168,0.244547637,0.005,8,50,170.8333333
OAK,6/27/2020,2023,OAK-30,Field,2023,0.996,0.0049,152,0.278290214,0.07,8,53,203.2653061
PLA,6/26/2020,2023,PLA-1,Field,2023,0.525,0.0024,144,0.068442693,0.28,5,34,218.75
PLA,6/26/2020,2023,PLA-2,Field,2023,1.459,0.0077,104,0.100243043,0.1,7,26,189.4805195
PLA,6/26/2020,2023,PLA-3,Field,2023,1.143,0.0062,124,0.125549976,0.05,4,40,184.3548387
PLA,6/26/2020,2023,PLA-4,Field,2023,1.412,0.0084,168,0.149813323,0.4,6,39,168.0952381
PLA,6/26/2020,2023,PLA-5,Field,2023,1.482,0.01,152,0.115085139,0.095,7,49,148.2
PLA,6/26/2020,2023,PLA-6,Field,2023,1.099,0.0065,112,0.15442249,0.07,6,27,169.0769231
PLA,6/26/2020,2023,PLA-7,Field,2023,0.887,0.0059,154,0.179787399,0.27,8,29,150.3389831
PLA,6/26/2020,2023,PLA-8,Field,2023,1.148,0.0074,188,0.081400539,0.07,6,32,155.1351351
PLA,6/26/2020,2023,PLA-9,Field,2023,1.041,0.0057,152,0.167351347,0.05,5,42,182.6315789
PLA,6/26/2020,2023,PLA-10,Field,2023,0.839,0.0048,144,0.098561712,0.06,9,41,174.7916667
PLA,6/26/2020,2023,PLA-11,Field,2023,0.897,0.0046,164,0.134942239,0.13,6,40,195
PLA,6/26/2020,2023,PLA-12,Field,2023,0.649,0.0032,48,0.119433409,0.1,7,21,202.8125
PLA,6/26/2020,2023,PLA-13,Field,2023,1.168,0.0056,124,0.212863242,0.005,9,34,208.5714286
PLA,6/26/2020,2023,PLA-14,Field,2023,1.059,0.0066,116,0.173062075,0,6,27,160.4545455
PLA,6/26/2020,2023,PLA-15,Field,2023,1.378,0.0083,148,0.202688289,0.07,6,54,166.0240964
PLA,6/26/2020,2023,PLA-16,Field,2023,1.789,0.0116,168,0.073718595,0.08,6,45,154.2241379
PLA,6/26/2020,2023,PLA-17,Field,2023,1.084,0.0046,96,0.201093924,0.001,3,27,235.6521739
PLA,6/26/2020,2023,PLA-18,Field,2023,1.23,0.0082,124,0.155784948,0.06,7,41,150
PLA,6/26/2020,2023,PLA-19,Field,2023,1.391,0.0093,136,0.146044823,0.06,5,37,149.5698925
PLA,6/26/2020,2023,PLA-20,Field,2023,1.128,0.0066,148,0.133492816,0.11,5,40,170.9090909
PLA,6/26/2020,2023,PLA-21,Field,2023,0.966,0.0071,72,0.147668177,0.2,4,36,136.056338
PLA,6/26/2020,2023,PLA-22,Field,2023,1.162,0.0078,132,0.143522826,0.1,7,47,148.974359
PLA,6/26/2020,2023,PLA-23,Field,2023,1.06,0.0072,104,0.123781679,0.015,5,33,147.2222222
PLA,6/26/2020,2023,PLA-24,Field,2023,1.157,0.0073,144,0.128709719,0.11,6,35,158.4931507
PLA,6/26/2020,2023,PLA-25,Field,2023,0.879,0.0061,112,0.123810668,0.2,6,37,144.0983607
PLA,6/26/2020,2023,PLA-26,Field,2023,1.448,0.009,132,0.090309661,0.05,6,33,160.8888889
PLA,6/26/2020,2023,PLA-27,Field,2023,1.253,0.0092,148,0.089082483,0.12,8,41,136.1956522
PLA,6/26/2020,2023,PLA-28,Field,2023,1.13,0.0073,140,0.140826898,0.14,6,52,154.7945205
PLA,6/26/2020,2023,PLA-29,Field,2023,1.506,0.0097,134,0.146798523,0.16,5,41,155.257732
PLA,6/26/2020,2023,PLA-30,Field,2023,1.189,0.0061,96,0.153543173,0.15,6,40,194.9180328
BEC,6/25/2020,2023,BEC-1,Field,2023,0.774,0.0045,144,0.054615194,0.1,4,43,172
BEC,6/25/2020,2023,BEC-2,Field,2023,1.364,0.009,224,0.092242226,0.29,6,36,151.5555556
BEC,6/25/2020,2023,BEC-3,Field,2023,1.182,0.0071,172,0.134681343,0.023,4,31,166.4788732
BEC,6/25/2020,2023,BEC-4,Field,2023,1.133,0.0066,156,0.070442898,0.03,6,82,171.6666667
BEC,6/25/2020,2023,BEC-5,Field,2023,0.748,0.0046,164,0.081603458,0.5,6,29,162.6086957
BEC,6/25/2020,2023,BEC-6,Field,2023,1.076,0.0071,188,0.103721659,0.205,6,44,151.5492958
BEC,6/25/2020,2023,BEC-7,Field,2023,0.749,0.0048,192,0.092749524,0.08,7,31,156.0416667
BEC,6/25/2020,2023,BEC-8,Field,2023,0.846,0.0062,208,0.055774733,0.06,5,40,136.4516129
BEC,6/25/2020,2023,BEC-9,Field,2023,0.82,0.0062,204,0.113722681,0.04,8,46,132.2580645
BEC,6/25/2020,2023,BEC-10,Field,2023,0.778,0.0055,176,0.077458107,0.06,7,42,141.4545455
BEC,6/25/2020,2023,BEC-11,Field,2023,1.2,0.0055,152,0.104881198,0.14,6,46,218.1818182
BEC,6/25/2020,2023,BEC-13,Field,2023,0.947,0.0059,200,0.092010318,0.03,6,39,160.5084746
BEC,6/25/2020,2023,BEC-14,Field,2023,0.717,0.0033,168,0.082038285,0.43,8,45,217.2727273
BEC,6/25/2020,2023,BEC-15,Field,2023,0.654,0.0029,152,0.096184657,0.3,3,29,225.5172414
BEC,6/25/2020,2023,BEC-16,Field,2023,1.591,0.0112,176,0.049629178,0.15,6,57,142.0535714
BEC,6/25/2020,2023,BEC-17,Field,2023,0.75,0.0035,144,0.082415135,0.3,4,37,214.2857143
BEC,6/25/2020,2023,BEC-18,Field,2023,1.322,0.0084,136,0.085835774,0.19,8,42,157.3809524
BEC,6/25/2020,2023,BEC-19,Field,2023,0.606,0.0026,96,0.053542621,0.12,5,40,233.0769231
BEC,6/25/2020,2023,BEC-20,Field,2023,1.421,0.0088,124,0.114969185,0.26,6,54,161.4772727
BEC,6/25/2020,2023,BEC-21,Field,2023,1.083,0.008,140,0.084328374,0.15,7,56,135.375
BEC,6/25/2020,2023,BEC-22,Field,2023,1.929,0.0099,148,0.091053699,0.14,4,46,194.8484848
BEC,6/25/2020,2023,BEC-23,Field,2023,0.531,0.0029,192,0.062384104,0.17,7,41,183.1034483
BEC,6/25/2020,2023,BEC-24,Field,2023,0.778,0.0059,176,0.100851801,0.19,5,35,131.8644068
BEC,6/25/2020,2023,BEC-25,Field,2023,0.798,0.0058,128,0.076095649,0.14,7,40,137.5862069
BEC,6/25/2020,2023,BEC-26,Field,2023,0.69,0.005,72,0.088473725,0.23,6,38,138
BEC,6/25/2020,2023,BEC-27,Field,2023,1.106,0.0067,152,0.100764835,0.3,7,31,165.0746269
BEC,6/25/2020,2023,BEC-28,Field,2023,0.924,0.0054,172,0.0985907,0.18,12,34,171.1111111
BEC,6/25/2020,2023,BEC-29,Field,2023,1.215,0.0066,112,0.09198133,0.15,4,27,184.0909091
BEC,6/25/2020,2023,BEC-30,Field,2023,1.537,0.0088,124,0.092474134,0.36,9,38,174.6590909
REF,6/23/2020,2023,REF-1,Field,2023,3.514,0.0098,72,0.174598464,0.001,31,52,358.5714286
REF,6/23/2020,2023,REF-2,Field,2023,1.974,0.0052,68,0.112911004,0.02,7,37,379.6153846
REF,6/23/2020,2023,REF-3,Field,2023,2.478,0.0096,60,0.074878133,0.08,5,42,258.125
REF,6/23/2020,2023,REF-4,Field,2023,2.411,0.0078,82,0.071312552,0.05,10,62,309.1025641
REF,6/23/2020,2023,REF-5,Field,2023,1.748,0.0061,88,0.068413705,0.02,15,46,286.557377
REF,6/23/2020,2023,REF-6,Field,2023,2.173,0.0081,52,0.065166997,0.02,10,47,268.2716049
REF,6/23/2020,2023,REF-7,Field,2023,1.152,0.0038,68,0.06131153,0.12,13,40,303.1578947
REF,6/23/2020,2023,REF-8,Field,2023,1.883,0.0067,188,0.038642548,0.03,13,36,281.0447761
REF,6/23/2020,2023,REF-9,Field,2023,2.537,0.007,64,0.072703998,0.065,6,39,362.4285714
REF,6/23/2020,2023,REF-10,Field,2023,1.99,0.007,96,0.090386964,0.1,11,67,284.2857143
REF,6/23/2020,2023,REF-11,Field,2023,2.353,0.009,116,0.081690423,0.016,8,34,261.4444444
REF,6/23/2020,2023,REF-12,Field,2023,1.321,0.0051,144,0.065572835,0.011,5,52,259.0196078
REF,6/23/2020,2023,REF-13,Field,2023,2.01,0.0072,116,0.214428619,0.021,15,66,279.1666667
REF,6/23/2020,2023,REF-14,Field,2023,1.275,0.0045,108,0.087111267,0.055,13,35,283.3333333
REF,6/23/2020,2023,REF-15,Field,2023,1.557,0.0065,128,0.059108407,0.05,6,51,239.5384615
REF,6/23/2020,2023,REF-16,Field,2023,1.768,0.0069,132,0.093314799,0.01,7,70,256.2318841
REF,6/23/2020,2023,REF-17,Field,2023,1.788,0.0065,108,0.083226812,0.09,9,55,275.0769231
REF,6/23/2020,2023,REF-18,Field,2023,1.289,0.005,116,0.080675827,0.05,14,62,257.8
